ENDO,MICRO,HAPI,negCTRL,posCTRL,dose_ug,fluorescence
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,23606
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,52258
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,53252
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,41671
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,34244
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,27753
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,28262
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,23759
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,21690
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,58400
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,62007
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,50200
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,40503
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,32931
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,31268
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,27966
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,33326
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,35164
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,39574
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,39177
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,38971
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,36208
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,36655
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,32619
TRUE,FALSE,TRUE,FALSE,FALSE,0.002,30907
TRUE,FALSE,TRUE,FALSE,FALSE,1,58271
TRUE,FALSE,TRUE,FALSE,FALSE,1,53341
TRUE,FALSE,TRUE,FALSE,FALSE,1,49376
TRUE,FALSE,TRUE,FALSE,FALSE,1,39977
TRUE,FALSE,TRUE,FALSE,FALSE,1,32276
TRUE,FALSE,TRUE,FALSE,FALSE,1,27178
TRUE,FALSE,TRUE,FALSE,FALSE,1,24731
TRUE,FALSE,TRUE,FALSE,FALSE,1,24710
TRUE,FALSE,TRUE,FALSE,FALSE,1,58920
TRUE,FALSE,TRUE,FALSE,FALSE,1,62738
TRUE,FALSE,TRUE,FALSE,FALSE,1,57450
TRUE,FALSE,TRUE,FALSE,FALSE,1,46043
TRUE,FALSE,TRUE,FALSE,FALSE,1,41599
TRUE,FALSE,TRUE,FALSE,FALSE,1,35717
TRUE,FALSE,TRUE,FALSE,FALSE,1,34630
TRUE,FALSE,TRUE,FALSE,FALSE,1,27409
TRUE,FALSE,TRUE,FALSE,FALSE,1,39821
TRUE,FALSE,TRUE,FALSE,FALSE,1,40237
TRUE,FALSE,TRUE,FALSE,FALSE,1,49469
TRUE,FALSE,TRUE,FALSE,FALSE,1,42732
TRUE,FALSE,TRUE,FALSE,FALSE,1,36080
TRUE,FALSE,TRUE,FALSE,FALSE,1,33981
TRUE,FALSE,TRUE,FALSE,FALSE,1,34667
TRUE,FALSE,TRUE,FALSE,FALSE,1,29390
TRUE,FALSE,TRUE,FALSE,FALSE,1,49768
TRUE,FALSE,TRUE,FALSE,FALSE,1,52937
TRUE,FALSE,TRUE,FALSE,FALSE,1,39042
TRUE,FALSE,TRUE,FALSE,FALSE,1,38529
TRUE,FALSE,TRUE,FALSE,FALSE,1,29537
TRUE,FALSE,TRUE,FALSE,FALSE,1,28707
TRUE,FALSE,TRUE,FALSE,FALSE,1,23060
TRUE,FALSE,TRUE,FALSE,FALSE,1,21191
TRUE,FALSE,TRUE,FALSE,FALSE,1,29378
TRUE,FALSE,TRUE,FALSE,FALSE,1,62267
TRUE,FALSE,TRUE,FALSE,FALSE,1,44471
TRUE,FALSE,TRUE,FALSE,FALSE,1,45322
TRUE,FALSE,TRUE,FALSE,FALSE,1,37831
TRUE,FALSE,TRUE,FALSE,FALSE,1,33044
TRUE,FALSE,TRUE,FALSE,FALSE,1,26917
TRUE,FALSE,TRUE,FALSE,FALSE,1,24102
TRUE,FALSE,TRUE,FALSE,FALSE,1,36695
TRUE,FALSE,TRUE,FALSE,FALSE,1,40613
TRUE,FALSE,TRUE,FALSE,FALSE,1,39773
TRUE,FALSE,TRUE,FALSE,FALSE,1,44640
TRUE,FALSE,TRUE,FALSE,FALSE,1,38896
TRUE,FALSE,TRUE,FALSE,FALSE,1,37815
TRUE,FALSE,TRUE,FALSE,FALSE,1,33323
TRUE,FALSE,TRUE,FALSE,FALSE,1,32813
TRUE,FALSE,TRUE,FALSE,FALSE,20,57779
TRUE,FALSE,TRUE,FALSE,FALSE,20,59187
TRUE,FALSE,TRUE,FALSE,FALSE,20,47015
TRUE,FALSE,TRUE,FALSE,FALSE,20,42567
TRUE,FALSE,TRUE,FALSE,FALSE,20,37946
TRUE,FALSE,TRUE,FALSE,FALSE,20,38475
TRUE,FALSE,TRUE,FALSE,FALSE,20,35222
TRUE,FALSE,TRUE,FALSE,FALSE,20,29725
TRUE,FALSE,TRUE,FALSE,FALSE,20,72916
TRUE,FALSE,TRUE,FALSE,FALSE,20,77544
TRUE,FALSE,TRUE,FALSE,FALSE,20,59637
TRUE,FALSE,TRUE,FALSE,FALSE,20,54722
TRUE,FALSE,TRUE,FALSE,FALSE,20,45166
TRUE,FALSE,TRUE,FALSE,FALSE,20,38120
TRUE,FALSE,TRUE,FALSE,FALSE,20,33817
TRUE,FALSE,TRUE,FALSE,FALSE,20,32838
TRUE,FALSE,TRUE,FALSE,FALSE,20,37173
TRUE,FALSE,TRUE,FALSE,FALSE,20,46485
TRUE,FALSE,TRUE,FALSE,FALSE,20,45278
TRUE,FALSE,TRUE,FALSE,FALSE,20,49380
TRUE,FALSE,TRUE,FALSE,FALSE,20,41470
TRUE,FALSE,TRUE,FALSE,FALSE,20,40711
TRUE,FALSE,TRUE,FALSE,FALSE,20,36824
TRUE,FALSE,TRUE,FALSE,FALSE,20,36842
TRUE,FALSE,TRUE,FALSE,FALSE,20,68179
TRUE,FALSE,TRUE,FALSE,FALSE,20,79554
TRUE,FALSE,TRUE,FALSE,FALSE,20,62382
TRUE,FALSE,TRUE,FALSE,FALSE,20,55594
TRUE,FALSE,TRUE,FALSE,FALSE,20,40214
TRUE,FALSE,TRUE,FALSE,FALSE,20,37715
TRUE,FALSE,TRUE,FALSE,FALSE,20,28312
TRUE,FALSE,TRUE,FALSE,FALSE,20,31771
TRUE,FALSE,TRUE,FALSE,FALSE,20,78000
TRUE,FALSE,TRUE,FALSE,FALSE,20,71933
TRUE,FALSE,TRUE,FALSE,FALSE,20,51193
TRUE,FALSE,TRUE,FALSE,FALSE,20,56576
TRUE,FALSE,TRUE,FALSE,FALSE,20,39958
TRUE,FALSE,TRUE,FALSE,FALSE,20,35928
TRUE,FALSE,TRUE,FALSE,FALSE,20,31178
TRUE,FALSE,TRUE,FALSE,FALSE,20,28495
TRUE,FALSE,TRUE,FALSE,FALSE,20,40671
TRUE,FALSE,TRUE,FALSE,FALSE,20,45568
TRUE,FALSE,TRUE,FALSE,FALSE,20,45174
TRUE,FALSE,TRUE,FALSE,FALSE,20,45748
TRUE,FALSE,TRUE,FALSE,FALSE,20,44623
TRUE,FALSE,TRUE,FALSE,FALSE,20,40771
TRUE,FALSE,TRUE,FALSE,FALSE,20,37368
TRUE,FALSE,TRUE,FALSE,FALSE,20,38919
FALSE,FALSE,TRUE,TRUE,FALSE,0,16642
FALSE,FALSE,TRUE,TRUE,FALSE,0,14519
FALSE,FALSE,TRUE,TRUE,FALSE,0,13104
FALSE,FALSE,TRUE,TRUE,FALSE,0,10385
FALSE,FALSE,TRUE,TRUE,FALSE,0,9765
FALSE,FALSE,TRUE,TRUE,FALSE,0,7046
FALSE,FALSE,TRUE,TRUE,FALSE,0,7979
FALSE,FALSE,TRUE,TRUE,FALSE,0,7157
FALSE,FALSE,TRUE,TRUE,FALSE,0,12893
FALSE,FALSE,TRUE,TRUE,FALSE,0,10527
FALSE,FALSE,TRUE,TRUE,FALSE,0,8394
FALSE,FALSE,TRUE,TRUE,FALSE,0,9475
FALSE,FALSE,TRUE,TRUE,FALSE,0,4031
FALSE,FALSE,TRUE,TRUE,FALSE,0,5561
FALSE,FALSE,TRUE,TRUE,FALSE,0,4575
FALSE,FALSE,TRUE,TRUE,FALSE,0,6744
FALSE,FALSE,TRUE,TRUE,FALSE,0,7167
FALSE,FALSE,TRUE,TRUE,FALSE,0,7362
FALSE,FALSE,TRUE,TRUE,FALSE,0,7028
FALSE,FALSE,TRUE,TRUE,FALSE,0,7754
FALSE,FALSE,TRUE,TRUE,FALSE,0,5781
FALSE,FALSE,TRUE,TRUE,FALSE,0,6733
FALSE,FALSE,TRUE,TRUE,FALSE,0,5963
FALSE,FALSE,TRUE,TRUE,FALSE,0,20851
FALSE,FALSE,TRUE,TRUE,FALSE,0,17959
FALSE,FALSE,TRUE,TRUE,FALSE,0,12571
FALSE,FALSE,TRUE,TRUE,FALSE,0,13247
FALSE,FALSE,TRUE,TRUE,FALSE,0,12051
FALSE,FALSE,TRUE,TRUE,FALSE,0,9335
FALSE,FALSE,TRUE,TRUE,FALSE,0,7293
FALSE,FALSE,TRUE,TRUE,FALSE,0,7639
FALSE,FALSE,TRUE,TRUE,FALSE,0,10779
FALSE,FALSE,TRUE,TRUE,FALSE,0,10181
FALSE,FALSE,TRUE,TRUE,FALSE,0,7199
FALSE,FALSE,TRUE,TRUE,FALSE,0,7952
FALSE,FALSE,TRUE,TRUE,FALSE,0,6986
FALSE,FALSE,TRUE,TRUE,FALSE,0,6590
FALSE,FALSE,TRUE,TRUE,FALSE,0,6523
FALSE,FALSE,TRUE,TRUE,FALSE,0,5574
FALSE,FALSE,TRUE,TRUE,FALSE,0,7349
FALSE,FALSE,TRUE,TRUE,FALSE,0,7410
FALSE,FALSE,TRUE,TRUE,FALSE,0,6063
FALSE,FALSE,TRUE,TRUE,FALSE,0,7362
FALSE,FALSE,TRUE,TRUE,FALSE,0,6586
FALSE,FALSE,TRUE,TRUE,FALSE,0,13817
FALSE,FALSE,TRUE,TRUE,FALSE,0,15036
FALSE,FALSE,TRUE,TRUE,FALSE,0,5346
FALSE,FALSE,TRUE,FALSE,TRUE,0,50932
FALSE,FALSE,TRUE,FALSE,TRUE,0,38509
FALSE,FALSE,TRUE,FALSE,TRUE,0,28401
FALSE,FALSE,TRUE,FALSE,TRUE,0,22681
FALSE,FALSE,TRUE,FALSE,TRUE,0,24410
FALSE,FALSE,TRUE,FALSE,TRUE,0,16900
FALSE,FALSE,TRUE,FALSE,TRUE,0,18145
FALSE,FALSE,TRUE,FALSE,TRUE,0,15154
FALSE,FALSE,TRUE,FALSE,TRUE,0,20177
FALSE,FALSE,TRUE,FALSE,TRUE,0,19971
FALSE,FALSE,TRUE,FALSE,TRUE,0,24561
FALSE,FALSE,TRUE,FALSE,TRUE,0,15684
FALSE,FALSE,TRUE,FALSE,TRUE,0,20649
FALSE,FALSE,TRUE,FALSE,TRUE,0,11865
FALSE,FALSE,TRUE,FALSE,TRUE,0,12075
FALSE,FALSE,TRUE,FALSE,TRUE,0,10973
FALSE,FALSE,TRUE,FALSE,TRUE,0,16161
FALSE,FALSE,TRUE,FALSE,TRUE,0,15080
FALSE,FALSE,TRUE,FALSE,TRUE,0,16025
FALSE,FALSE,TRUE,FALSE,TRUE,0,17274
FALSE,FALSE,TRUE,FALSE,TRUE,0,24172
FALSE,FALSE,TRUE,FALSE,TRUE,0,13625
FALSE,FALSE,TRUE,FALSE,TRUE,0,14058
FALSE,FALSE,TRUE,FALSE,TRUE,0,13882
FALSE,FALSE,TRUE,FALSE,TRUE,0,40487
FALSE,FALSE,TRUE,FALSE,TRUE,0,49472
FALSE,FALSE,TRUE,FALSE,TRUE,0,25424
FALSE,FALSE,TRUE,FALSE,TRUE,0,29024
FALSE,FALSE,TRUE,FALSE,TRUE,0,24623
FALSE,FALSE,TRUE,FALSE,TRUE,0,26877
FALSE,FALSE,TRUE,FALSE,TRUE,0,17427
FALSE,FALSE,TRUE,FALSE,TRUE,0,16486
FALSE,FALSE,TRUE,FALSE,TRUE,0,21600
FALSE,FALSE,TRUE,FALSE,TRUE,0,20410
FALSE,FALSE,TRUE,FALSE,TRUE,0,17411
FALSE,FALSE,TRUE,FALSE,TRUE,0,18074
FALSE,FALSE,TRUE,FALSE,TRUE,0,13543
FALSE,FALSE,TRUE,FALSE,TRUE,0,13067
FALSE,FALSE,TRUE,FALSE,TRUE,0,12716
FALSE,FALSE,TRUE,FALSE,TRUE,0,11542
FALSE,FALSE,TRUE,FALSE,TRUE,0,20381
FALSE,FALSE,TRUE,FALSE,TRUE,0,15519
FALSE,FALSE,TRUE,FALSE,TRUE,0,16837
FALSE,FALSE,TRUE,FALSE,TRUE,0,17021
FALSE,FALSE,TRUE,FALSE,TRUE,0,17123
FALSE,FALSE,TRUE,FALSE,TRUE,0,15367
FALSE,FALSE,TRUE,FALSE,TRUE,0,15073
FALSE,FALSE,TRUE,FALSE,TRUE,0,13438
FALSE,FALSE,TRUE,FALSE,FALSE,0,32663
FALSE,FALSE,TRUE,FALSE,FALSE,0,27540
FALSE,FALSE,TRUE,FALSE,FALSE,0,22268
FALSE,FALSE,TRUE,FALSE,FALSE,0,20322
FALSE,FALSE,TRUE,FALSE,FALSE,0,17699
FALSE,FALSE,TRUE,FALSE,FALSE,0,16101
FALSE,FALSE,TRUE,FALSE,FALSE,0,13440
FALSE,FALSE,TRUE,FALSE,FALSE,0,15430
FALSE,FALSE,TRUE,FALSE,FALSE,0,21644
FALSE,FALSE,TRUE,FALSE,FALSE,0,24358
FALSE,FALSE,TRUE,FALSE,FALSE,0,17241
FALSE,FALSE,TRUE,FALSE,FALSE,0,16720
FALSE,FALSE,TRUE,FALSE,FALSE,0,13279
FALSE,FALSE,TRUE,FALSE,FALSE,0,11886
FALSE,FALSE,TRUE,FALSE,FALSE,0,12874
FALSE,FALSE,TRUE,FALSE,FALSE,0,11884
FALSE,FALSE,TRUE,FALSE,FALSE,0,14114
FALSE,FALSE,TRUE,FALSE,FALSE,0,13206
FALSE,FALSE,TRUE,FALSE,FALSE,0,12105
FALSE,FALSE,TRUE,FALSE,FALSE,0,13137
FALSE,FALSE,TRUE,FALSE,FALSE,0,11594
FALSE,FALSE,TRUE,FALSE,FALSE,0,11781
FALSE,FALSE,TRUE,FALSE,FALSE,0,10399
FALSE,FALSE,TRUE,FALSE,FALSE,0,10410
FALSE,FALSE,TRUE,FALSE,FALSE,0,44181
FALSE,FALSE,TRUE,FALSE,FALSE,0,34594
FALSE,FALSE,TRUE,FALSE,FALSE,0,27291
FALSE,FALSE,TRUE,FALSE,FALSE,0,26815
FALSE,FALSE,TRUE,FALSE,FALSE,0,21297
FALSE,FALSE,TRUE,FALSE,FALSE,0,16930
FALSE,FALSE,TRUE,FALSE,FALSE,0,15638
FALSE,FALSE,TRUE,FALSE,FALSE,0,13439
FALSE,FALSE,TRUE,FALSE,FALSE,0,19367
FALSE,FALSE,TRUE,FALSE,FALSE,0,18292
FALSE,FALSE,TRUE,FALSE,FALSE,0,14602
FALSE,FALSE,TRUE,FALSE,FALSE,0,14457
FALSE,FALSE,TRUE,FALSE,FALSE,0,12465
FALSE,FALSE,TRUE,FALSE,FALSE,0,12085
FALSE,FALSE,TRUE,FALSE,FALSE,0,11718
FALSE,FALSE,TRUE,FALSE,FALSE,0,10241
FALSE,FALSE,TRUE,FALSE,FALSE,0,11095
FALSE,FALSE,TRUE,FALSE,FALSE,0,9700
FALSE,FALSE,TRUE,FALSE,FALSE,0,10702
FALSE,FALSE,TRUE,FALSE,FALSE,0,12337
FALSE,FALSE,TRUE,FALSE,FALSE,0,9762
FALSE,FALSE,TRUE,FALSE,FALSE,0,8935
FALSE,FALSE,TRUE,FALSE,FALSE,0,9327
FALSE,FALSE,TRUE,FALSE,FALSE,0,8795
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,40818
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,33753
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,32299
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,24997
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,24264
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,19377
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,18214
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,18582
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,32194
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,18649
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,18404
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,21752
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,19438
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,15423
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,18932
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,13048
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,15362
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,12916
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,13007
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,14815
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,12203
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,10658
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,11208
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,12944
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,45775
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,34367
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,34332
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,28637
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,29118
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,20322
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,21326
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,18524
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,24770
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,25178
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,23157
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,17221
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,17279
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,13362
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,13726
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,15135
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,15507
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,18649
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,16683
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,14769
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,13704
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,12610
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,10614
FALSE,FALSE,TRUE,FALSE,FALSE,0.002,11831
FALSE,FALSE,TRUE,FALSE,FALSE,1,44620
FALSE,FALSE,TRUE,FALSE,FALSE,1,40655
FALSE,FALSE,TRUE,FALSE,FALSE,1,31164
FALSE,FALSE,TRUE,FALSE,FALSE,1,26365
FALSE,FALSE,TRUE,FALSE,FALSE,1,22980
FALSE,FALSE,TRUE,FALSE,FALSE,1,18258
FALSE,FALSE,TRUE,FALSE,FALSE,1,18439
FALSE,FALSE,TRUE,FALSE,FALSE,1,16358
FALSE,FALSE,TRUE,FALSE,FALSE,1,26582
FALSE,FALSE,TRUE,FALSE,FALSE,1,23323
FALSE,FALSE,TRUE,FALSE,FALSE,1,17838
FALSE,FALSE,TRUE,FALSE,FALSE,1,17425
FALSE,FALSE,TRUE,FALSE,FALSE,1,16216
FALSE,FALSE,TRUE,FALSE,FALSE,1,14770
FALSE,FALSE,TRUE,FALSE,FALSE,1,13730
FALSE,FALSE,TRUE,FALSE,FALSE,1,12588
FALSE,FALSE,TRUE,FALSE,FALSE,1,15215
FALSE,FALSE,TRUE,FALSE,FALSE,1,14316
FALSE,FALSE,TRUE,FALSE,FALSE,1,14666
FALSE,FALSE,TRUE,FALSE,FALSE,1,14538
FALSE,FALSE,TRUE,FALSE,FALSE,1,15818
FALSE,FALSE,TRUE,FALSE,FALSE,1,14205
FALSE,FALSE,TRUE,FALSE,FALSE,1,13616
FALSE,FALSE,TRUE,FALSE,FALSE,1,13240
FALSE,FALSE,TRUE,FALSE,FALSE,1,42819
FALSE,FALSE,TRUE,FALSE,FALSE,1,30168
FALSE,FALSE,TRUE,FALSE,FALSE,1,25115
FALSE,FALSE,TRUE,FALSE,FALSE,1,22468
FALSE,FALSE,TRUE,FALSE,FALSE,1,24098
FALSE,FALSE,TRUE,FALSE,FALSE,1,18688
FALSE,FALSE,TRUE,FALSE,FALSE,1,15001
FALSE,FALSE,TRUE,FALSE,FALSE,1,13256
FALSE,FALSE,TRUE,FALSE,FALSE,1,23963
FALSE,FALSE,TRUE,FALSE,FALSE,1,21830
FALSE,FALSE,TRUE,FALSE,FALSE,1,19622
FALSE,FALSE,TRUE,FALSE,FALSE,1,18591
FALSE,FALSE,TRUE,FALSE,FALSE,1,16033
FALSE,FALSE,TRUE,FALSE,FALSE,1,12838
FALSE,FALSE,TRUE,FALSE,FALSE,1,13441
FALSE,FALSE,TRUE,FALSE,FALSE,1,11967
FALSE,FALSE,TRUE,FALSE,FALSE,1,16752
FALSE,FALSE,TRUE,FALSE,FALSE,1,17513
FALSE,FALSE,TRUE,FALSE,FALSE,1,14994
FALSE,FALSE,TRUE,FALSE,FALSE,1,14930
FALSE,FALSE,TRUE,FALSE,FALSE,1,14849
FALSE,FALSE,TRUE,FALSE,FALSE,1,15359
FALSE,FALSE,TRUE,FALSE,FALSE,1,14848
FALSE,FALSE,TRUE,FALSE,FALSE,1,13955
FALSE,FALSE,TRUE,FALSE,FALSE,20,41389
FALSE,FALSE,TRUE,FALSE,FALSE,20,36565
FALSE,FALSE,TRUE,FALSE,FALSE,20,29843
FALSE,FALSE,TRUE,FALSE,FALSE,20,22723
FALSE,FALSE,TRUE,FALSE,FALSE,20,24865
FALSE,FALSE,TRUE,FALSE,FALSE,20,20556
FALSE,FALSE,TRUE,FALSE,FALSE,20,22374
FALSE,FALSE,TRUE,FALSE,FALSE,20,22956
FALSE,FALSE,TRUE,FALSE,FALSE,20,25357
FALSE,FALSE,TRUE,FALSE,FALSE,20,23271
FALSE,FALSE,TRUE,FALSE,FALSE,20,25022
FALSE,FALSE,TRUE,FALSE,FALSE,20,21122
FALSE,FALSE,TRUE,FALSE,FALSE,20,20522
FALSE,FALSE,TRUE,FALSE,FALSE,20,14039
FALSE,FALSE,TRUE,FALSE,FALSE,20,13509
FALSE,FALSE,TRUE,FALSE,FALSE,20,13847
FALSE,FALSE,TRUE,FALSE,FALSE,20,20019
FALSE,FALSE,TRUE,FALSE,FALSE,20,17218
FALSE,FALSE,TRUE,FALSE,FALSE,20,18627
FALSE,FALSE,TRUE,FALSE,FALSE,20,16952
FALSE,FALSE,TRUE,FALSE,FALSE,20,16768
FALSE,FALSE,TRUE,FALSE,FALSE,20,13749
FALSE,FALSE,TRUE,FALSE,FALSE,20,14812
FALSE,FALSE,TRUE,FALSE,FALSE,20,13852
FALSE,FALSE,TRUE,FALSE,FALSE,20,57071
FALSE,FALSE,TRUE,FALSE,FALSE,20,46858
FALSE,FALSE,TRUE,FALSE,FALSE,20,40530
FALSE,FALSE,TRUE,FALSE,FALSE,20,40056
FALSE,FALSE,TRUE,FALSE,FALSE,20,32621
FALSE,FALSE,TRUE,FALSE,FALSE,20,30177
FALSE,FALSE,TRUE,FALSE,FALSE,20,18979
FALSE,FALSE,TRUE,FALSE,FALSE,20,18401
FALSE,FALSE,TRUE,FALSE,FALSE,20,24819
FALSE,FALSE,TRUE,FALSE,FALSE,20,24245
FALSE,FALSE,TRUE,FALSE,FALSE,20,22047
FALSE,FALSE,TRUE,FALSE,FALSE,20,25602
FALSE,FALSE,TRUE,FALSE,FALSE,20,17185
FALSE,FALSE,TRUE,FALSE,FALSE,20,13915
FALSE,FALSE,TRUE,FALSE,FALSE,20,13081
FALSE,FALSE,TRUE,FALSE,FALSE,20,13273
FALSE,FALSE,TRUE,FALSE,FALSE,20,16360
FALSE,FALSE,TRUE,FALSE,FALSE,20,15271
FALSE,FALSE,TRUE,FALSE,FALSE,20,14697
FALSE,FALSE,TRUE,FALSE,FALSE,20,25164
FALSE,FALSE,TRUE,FALSE,FALSE,20,17402
FALSE,FALSE,TRUE,FALSE,FALSE,20,13370
FALSE,FALSE,TRUE,FALSE,FALSE,20,13337
FALSE,FALSE,TRUE,FALSE,FALSE,20,42617
TRUE,TRUE,FALSE,TRUE,FALSE,0,13145
TRUE,TRUE,FALSE,TRUE,FALSE,0,14657
TRUE,TRUE,FALSE,TRUE,FALSE,0,15641
TRUE,TRUE,FALSE,TRUE,FALSE,0,12741
TRUE,TRUE,FALSE,TRUE,FALSE,0,12220
TRUE,TRUE,FALSE,TRUE,FALSE,0,11367
TRUE,TRUE,FALSE,TRUE,FALSE,0,11140
TRUE,TRUE,FALSE,TRUE,FALSE,0,11008
TRUE,TRUE,FALSE,TRUE,FALSE,0,17345
TRUE,TRUE,FALSE,TRUE,FALSE,0,18952
TRUE,TRUE,FALSE,TRUE,FALSE,0,20294
TRUE,TRUE,FALSE,TRUE,FALSE,0,15072
TRUE,TRUE,FALSE,TRUE,FALSE,0,15648
TRUE,TRUE,FALSE,TRUE,FALSE,0,13518
TRUE,TRUE,FALSE,TRUE,FALSE,0,13240
TRUE,TRUE,FALSE,TRUE,FALSE,0,13351
TRUE,TRUE,FALSE,TRUE,FALSE,0,17776
TRUE,TRUE,FALSE,TRUE,FALSE,0,18607
TRUE,TRUE,FALSE,TRUE,FALSE,0,19005
TRUE,TRUE,FALSE,TRUE,FALSE,0,18243
TRUE,TRUE,FALSE,TRUE,FALSE,0,18436
TRUE,TRUE,FALSE,TRUE,FALSE,0,15819
TRUE,TRUE,FALSE,TRUE,FALSE,0,16584
TRUE,TRUE,FALSE,TRUE,FALSE,0,18068
TRUE,TRUE,FALSE,TRUE,FALSE,0,16212
TRUE,TRUE,FALSE,TRUE,FALSE,0,17035
TRUE,TRUE,FALSE,TRUE,FALSE,0,16174
TRUE,TRUE,FALSE,TRUE,FALSE,0,16387
TRUE,TRUE,FALSE,TRUE,FALSE,0,14135
TRUE,TRUE,FALSE,TRUE,FALSE,0,14159
TRUE,TRUE,FALSE,TRUE,FALSE,0,12410
TRUE,TRUE,FALSE,TRUE,FALSE,0,14322
TRUE,TRUE,FALSE,TRUE,FALSE,0,16742
TRUE,TRUE,FALSE,TRUE,FALSE,0,17751
TRUE,TRUE,FALSE,TRUE,FALSE,0,15525
TRUE,TRUE,FALSE,TRUE,FALSE,0,16113
TRUE,TRUE,FALSE,TRUE,FALSE,0,13129
TRUE,TRUE,FALSE,TRUE,FALSE,0,12889
TRUE,TRUE,FALSE,TRUE,FALSE,0,11257
TRUE,TRUE,FALSE,TRUE,FALSE,0,11649
TRUE,TRUE,FALSE,TRUE,FALSE,0,13453
TRUE,TRUE,FALSE,TRUE,FALSE,0,15594
TRUE,TRUE,FALSE,TRUE,FALSE,0,14911
TRUE,TRUE,FALSE,TRUE,FALSE,0,14777
TRUE,TRUE,FALSE,TRUE,FALSE,0,16133
TRUE,TRUE,FALSE,TRUE,FALSE,0,17059
TRUE,TRUE,FALSE,TRUE,FALSE,0,12399
TRUE,TRUE,FALSE,TRUE,FALSE,0,13684
TRUE,TRUE,FALSE,FALSE,TRUE,0,29892
TRUE,TRUE,FALSE,FALSE,TRUE,0,29070
TRUE,TRUE,FALSE,FALSE,TRUE,0,28312
TRUE,TRUE,FALSE,FALSE,TRUE,0,22035
