Endothelial,Microglial,Concentration,G-CSF,Eotaxin,GM-CSF,IL-1a,Leptin,MIP-1a,lL-4,IL-1b,IL-2,IL-6,EGF,IL-13,IL-10,IL-12p70,IFN-y,IL-5,IL-17A,IL-18,MCP-1,IP-10,GRO/KC/CINC-1,VEGF,Fractalkine,LIX,MIP-2,TNF-a,RANTES
True,False,0 ug/ml,30.0,15.0,94.0,49.0,33.0,7342.0,15.0,110.0,20.0,20.0,17.0,24.0,81.0,14.0,49.0,14.0,137.0,12.0,1292.0,435.0,4588.0,930.0,47.0,153,10.0,71.0,2902.0
True,False,0 ug/ml,16.0,25.0,49.0,28.0,56.0,7666.0,85.0,46.0,24.0,26.0,64.0,17.0,5.0,12.0,41.0,19.0,50.0,87.0,1650.0,480.0,7428.0,2377.0,80.0,556,595.0,61.0,4462.0
True,False,0 ug/ml,4.0,14.0,49.0,12.0,76.0,42.0,11.0,42.0,16.0,33.0,12.0,22.0,99.0,9.0,17.0,12.0,40.0,44.0,857.0,1541.0,4755.0,549.0,53.0,376,267.0,230.0,1365.0
True,False,0 ug/ml,28.0,12.0,42.0,17.0,51.0,9158.0,12.0,34.0,93.0,27.0,37.0,17.0,542.0,11.0,128.0,12.0,44.0,42.0,1397.0,35.0,8846.0,3562.0,86.0,3057,483.0,35.0,2765.0
True,False,0 ug/ml,21.0,22.0,7.0,204.0,74.0,7707.0,23.0,32.0,32.0,37.0,9.0,16.0,85.0,11.0,41.0,54.0,42.0,51.0,712.0,1455.0,6471.0,4203.0,55.0,237,36.0,21.0,2255.0
True,False,0 ug/ml,13.0,16.0,35.0,22.0,38.0,5751.0,14.0,48.0,23.0,32.0,27.0,48.0,128.0,11.0,49.0,29.0,57.0,76.0,1658.0,2185.0,13538.0,3300.0,72.0,301,157.0,30.0,2445.0
True,False,0 ug/ml,30.0,24.0,44.0,40.0,714.0,5586.0,14.0,50.0,29.0,5654.0,36.0,53.0,146.0,9.0,85.0,11.0,40.0,39.0,727.0,241.0,6064.0,3038.0,50.0,243,304.0,62.0,5483.0
True,False,0 ug/ml,17.0,14.0,76.0,37.0,100.0,6138.0,8.0,50.0,15.0,38.0,39.0,23.0,83.0,12.0,32.0,14.0,42.0,41.0,1008.0,1508.0,5496.0,5261.0,38.0,322,416.0,50.0,2367.0
True,False,0 ug/ml,27.0,14.0,80.0,22.0,63.0,5937.0,17.0,25.0,19.0,34.0,33.0,13.0,130.0,10.0,24.0,17.0,53.0,32.0,410.0,277.0,5610.0,2462.0,36.0,329,62.0,39.0,1232.0
True,False,0 ug/ml,30.0,12.0,30.0,37.0,69.0,8773.0,20.0,34.0,17.0,17.0,16.0,42.0,110.0,17.0,29.0,97.0,59.0,54.0,1101.0,129.0,2125.0,1028.0,40.0,194,386.0,33.0,4359.0
True,False,0 ug/ml,36.0,17.0,305.0,25.0,51.0,5996.0,21.0,22.0,16.0,22.0,40.0,15.0,68.0,18.0,49.0,30.0,70.0,56.0,1024.0,2081.0,6702.0,2633.0,48.0,275,353.0,81.0,3160.0
True,False,0 ug/ml,20.0,11.0,45.0,36.0,55.0,5496.0,14.0,43.0,31.0,14.0,21.0,20.0,105.0,20.0,27.0,25.0,49.0,44.0,1052.0,13.0,5389.0,2514.0,39.0,522,14.0,31.0,2949.0
True,False,0 ug/ml,19.0,12.0,33.0,19.0,41.0,6917.0,21.0,73.0,224.0,11.0,58.0,16.0,154.0,43.0,28.0,12.0,22.0,33.0,1054.0,1432.0,5168.0,3711.0,56.0,322,911.0,61.0,4651.0
True,False,0 ug/ml,25.0,16.0,46.0,28.0,69.0,7692.0,15.0,33.0,24.0,18.0,12.0,32.0,203.0,18.0,30.0,18.0,46.0,35.0,1314.0,1414.0,7387.0,733.0,33.0,17,485.0,31.0,1238.0
True,False,0 ug/ml,95.0,20.0,60.0,53.0,30.0,8880.0,13.0,40.0,100.0,17.0,17.0,42.0,98.0,12.0,36.0,43.0,49.0,47.0,992.0,332.0,5819.0,4096.0,65.0,341,355.0,28.0,2787.0
True,False,0 ug/ml,21.0,12.0,44.0,90.0,60.0,8766.0,20.0,33.0,42.0,14.0,16.0,16.0,167.0,39.0,49.0,28.0,32.0,87.0,1247.0,236.0,4985.0,3033.0,64.0,399,628.0,64.0,3883.0
True,False,0 ug/ml,12.0,15.0,66.0,16.0,91.0,6029.0,38.0,13.0,16.0,27.0,23.0,23.0,109.0,15.0,50.0,17.0,43.0,41.0,584.0,501.0,7117.0,7659.0,56.0,115,419.0,31.0,3080.0
True,False,0 ug/ml,32.0,13.0,28.0,21.0,38.0,11193.0,15.0,23.0,65.0,23.0,22.0,19.0,170.0,10.0,43.0,12.0,11.0,53.0,918.0,1171.0,7993.0,3279.0,58.0,351,470.0,41.0,2844.0
True,False,0 ug/ml,14.0,13.0,48.0,71.0,64.0,7854.0,71.0,38.0,20.0,28.0,25.0,23.0,113.0,7.0,26.0,23.0,66.0,41.0,64.0,1401.0,4986.0,3018.0,22.0,417,437.0,38.0,2407.0
True,False,0 ug/ml,22.0,19.0,32.0,22.0,29.0,6025.0,65.0,31.0,23.0,22.0,41.0,37.0,111.0,45.0,37.0,103.0,36.0,44.0,1816.0,456.0,5091.0,3705.0,68.0,273,525.0,34.0,2692.0
True,False,0 ug/ml,22.0,20.0,47.0,27.0,36.0,6740.0,16.0,31.0,18.0,19.0,16.0,14.0,154.0,19.0,84.0,17.0,32.0,54.0,2212.0,1239.0,7203.0,4689.0,64.0,291,367.0,38.0,1482.0
True,False,0 ug/ml,24.0,10.0,63.0,28.0,82.0,6534.0,7.0,31.0,15.0,33.0,32.0,1455.0,417.0,20.0,51.0,24.0,54.0,54.0,1434.0,1650.0,5489.0,4083.0,116.0,371,375.0,53.0,2583.0
True,False,0 ug/ml,16.0,17.0,63.0,36.0,67.0,2873.0,34.0,33.0,14.0,84.0,18.0,33.0,97.0,17.0,73.0,12.0,61.0,41.0,1270.0,178.0,5900.0,2346.0,39.0,379,529.0,51.0,4266.0
True,False,0 ug/ml,26.0,6.0,34.0,43.0,45.0,6596.0,20.0,39.0,13.0,21.0,137.0,25.0,133.0,33.0,58.0,28.0,88.0,42.0,976.0,2614.0,5239.0,2270.0,76.0,496,349.0,50.0,2124.0
True,False,0 ug/ml,16.0,6.0,48.0,55.0,49.0,7580.0,32.0,46.0,10.0,19.0,19.0,20.0,88.0,18.0,32.0,74.0,39.0,44.0,4565.0,1653.0,7041.0,5148.0,58.0,326,322.0,65.0,2878.0
True,False,0 ug/ml,16.0,14.0,43.0,16.0,109.0,5703.0,16.0,18.0,16.0,27.0,16.0,22.0,97.0,17.0,30.0,18.0,64.0,70.0,1165.0,2198.0,5803.0,3030.0,42.0,266,275.0,39.0,1497.0
True,False,0 ug/ml,47.0,17.0,44.0,23.0,87.0,6373.0,18.0,40.0,13.0,21.0,30.0,19.0,84.0,49.0,36.0,19.0,131.0,106.0,1483.0,69.0,1870.0,2812.0,37.0,61,273.0,64.0,438.0
True,False,0 ug/ml,21.0,22.0,62.0,32.0,44.0,53.0,10.0,22.0,13.0,14.0,26.0,31.0,80.0,9.0,32.0,25.0,29.0,36.0,1459.0,,7022.0,3460.0,51.0,228,348.0,36.0,3014.0
True,False,0 ug/ml,22.0,11.0,69.0,29.0,73.0,8254.0,17.0,61.0,18.0,17.0,25.0,25.0,76.0,44.0,463.0,26.0,53.0,38.0,1006.0,,5736.0,3205.0,76.0,206,733.0,41.0,2778.0
True,False,0 ug/ml,17.0,18.0,41.0,43.0,33.0,6740.0,18.0,14.0,19.0,25.0,19.0,18.0,95.0,14.0,39.0,14.0,61.0,34.0,1323.0,,6842.0,2916.0,67.0,391,508.0,44.0,578.0
True,False,0 ug/ml,25.0,24.0,60.0,15.0,50.0,6838.0,18.0,42.0,14.0,34.0,20.0,18.0,83.0,8.0,103.0,24.0,80.0,65.0,1021.0,,6292.0,2563.0,34.0,258,419.0,42.0,3099.0
True,False,0 ug/ml,13.0,13.0,35.0,15.0,101.0,9310.0,25.0,29.0,33.0,25.0,23.0,22.0,104.0,14.0,43.0,21.0,26.0,45.0,1362.0,,8718.0,2360.0,87.0,435,169.0,60.0,4098.0
True,False,0 ug/ml,16.0,16.0,32.0,26.0,70.0,8391.0,11.0,58.0,18.0,17.0,12.0,21.0,115.0,44.0,63.0,15.0,53.0,48.0,966.0,,44.0,2745.0,52.0,723,615.0,40.0,2313.0
True,False,0 ug/ml,23.0,14.0,29.0,23.0,39.0,6810.0,15.0,39.0,95.0,16.0,21.0,21.0,141.0,12.0,47.0,19.0,52.0,44.0,1462.0,,5287.0,4051.0,35.0,374,176.0,34.0,2385.0
True,False,0 ug/ml,18.0,19.0,56.0,123.0,47.0,7408.0,18.0,33.0,26.0,15.0,31.0,27.0,82.0,13.0,69.0,12.0,39.0,47.0,1327.0,,6004.0,3173.0,30.0,375,147.0,53.0,27.0
True,False,0 ug/ml,18.0,13.0,40.0,20.0,50.0,5818.0,11.0,37.0,28.0,20.0,15.0,21.0,126.0,11.0,26.0,18.0,64.0,60.0,902.0,,6393.0,3572.0,83.0,357,398.0,37.0,1758.0
True,False,0 ug/ml,24.0,23.0,106.0,28.0,43.0,10236.0,35.0,24.0,17.0,78.0,21.0,23.0,131.0,14.0,74.0,22.0,73.0,51.0,620.0,,6269.0,4700.0,78.0,346,451.0,59.0,2869.0
True,False,0 ug/ml,32.0,8.0,31.0,24.0,69.0,8157.0,13.0,32.0,13.0,13.0,26.0,23.0,41.0,11.0,69.0,13.0,49.0,58.0,1283.0,,6171.0,3030.0,51.0,325,373.0,23.0,1740.0
True,False,0 ug/ml,19.0,14.0,62.0,34.0,24.0,7764.0,15.0,32.0,13.0,35.0,9.0,25.0,101.0,36.0,24.0,32.0,34.0,38.0,936.0,,6854.0,2328.0,59.0,345,259.0,65.0,2058.0
True,False,0 ug/ml,30.0,11.0,48.0,34.0,63.0,2412.0,21.0,25.0,22.0,71.0,14.0,39.0,75.0,33.0,56.0,25.0,60.0,45.0,940.0,,5635.0,2548.0,52.0,205,502.0,58.0,3375.0
True,False,0 ug/ml,19.0,20.0,55.0,34.0,46.0,6724.0,11.0,28.0,16.0,23.0,26.0,30.0,104.0,19.0,39.0,18.0,51.0,42.0,1119.0,,8679.0,4333.0,40.0,1086,437.0,45.0,5141.0
True,False,0 ug/ml,11.0,15.0,25.0,23.0,35.0,7642.0,14.0,30.0,98.0,16.0,30.0,47.0,78.0,22.0,31.0,20.0,51.0,56.0,1701.0,,8024.0,3873.0,46.0,303,498.0,38.0,2428.0
True,False,0 ug/ml,137.0,12.0,124.0,21.0,53.0,12178.0,4591.0,29.0,12.0,15.0,36.0,215.0,69.0,9.0,28.0,22.0,83.0,57.0,1345.0,,5986.0,3044.0,42.0,219,443.0,58.0,3674.0
True,False,0 ug/ml,26.0,8.0,46.0,27.0,41.0,7618.0,101.0,23.0,26.0,39.0,19.0,34.0,117.0,13.0,27.0,13.0,77.0,48.0,1018.0,,1770.0,4723.0,40.0,292,131.0,53.0,3783.0
True,False,0 ug/ml,,28.0,56.0,28.0,42.0,8411.0,17.0,72.0,16.0,30.0,14.0,20.0,96.0,15.0,42.0,38.0,39.0,51.0,1779.0,,6372.0,3252.0,82.0,509,350.0,62.0,3760.0
True,False,0 ug/ml,,34.0,50.0,20.0,40.0,6818.0,16.0,38.0,16.0,83.0,29.0,16.0,106.0,12.0,43.0,17.0,45.0,62.0,810.0,,5634.0,3675.0,92.0,269,616.0,19.0,293.0
True,False,0 ug/ml,,11.0,64.0,48.0,47.0,678.0,13.0,33.0,18.0,17.0,16.0,37.0,64.0,10.0,53.0,15.0,29.0,41.0,1185.0,,5636.0,937.0,75.0,329,540.0,73.0,2600.0
True,False,0 ug/ml,,20.0,39.0,35.0,46.0,6582.0,19.0,48.0,16.0,26.0,21.0,26.0,125.0,10.0,39.0,16.0,51.0,64.0,1104.0,,6548.0,646.0,70.0,468,330.0,43.0,3684.0
True,False,0 ug/ml,,22.0,59.0,42.0,50.0,5980.0,22.0,56.0,26.0,31.0,31.0,17.0,79.0,16.0,33.0,15.0,93.0,63.0,1426.0,,4634.0,2845.0,53.0,244,410.0,59.0,4078.0
True,False,0 ug/ml,,11.0,41.0,27.0,47.0,7425.0,12.0,46.0,192.0,23.0,19.0,15.0,112.0,15.0,30.0,14.0,32.0,37.0,1275.0,,6080.0,2530.0,174.0,785,359.0,56.0,3319.0
True,False,0 ug/ml,,27.0,44.0,48.0,69.0,7781.0,17.0,59.0,12.0,20.0,13.0,28.0,98.0,19.0,47.0,16.0,48.0,60.0,896.0,,9831.0,3622.0,47.0,78,159.0,39.0,3018.0
True,False,0 ug/ml,,16.0,65.0,46.0,26.0,1835.0,12.0,24.0,17.0,19.0,17.0,25.0,79.0,90.0,45.0,22.0,27.0,60.0,1159.0,,8017.0,2398.0,47.0,324,414.0,56.0,2212.0
True,False,0 ug/ml,,18.0,35.0,26.0,93.0,6007.0,146.0,35.0,38.0,20.0,33.0,28.0,122.0,10.0,35.0,7.0,64.0,44.0,1087.0,,8378.0,2342.0,171.0,444,347.0,365.0,4539.0
True,False,0 ug/ml,,21.0,90.0,24.0,50.0,7396.0,10.0,46.0,15.0,27.0,24.0,39.0,119.0,17.0,10.0,16.0,30.0,40.0,2148.0,,6747.0,5812.0,22.0,199,737.0,23.0,2841.0
True,False,0 ug/ml,,,53.0,25.0,89.0,8672.0,22.0,40.0,14.0,20.0,16.0,31.0,74.0,10.0,40.0,13.0,34.0,75.0,836.0,,7289.0,7099.0,68.0,220,329.0,37.0,2771.0
True,False,0 ug/ml,,,68.0,27.0,21.0,6811.0,15.0,36.0,15.0,14.0,16.0,22.0,116.0,17.0,23.0,24.0,42.0,49.0,821.0,,5534.0,3135.0,40.0,184,37.0,40.0,3228.0
True,False,0 ug/ml,,,31.0,35.0,55.0,6822.0,14.0,42.0,15.0,26.0,19.0,17.0,117.0,40.0,29.0,15.0,42.0,113.0,1349.0,,7115.0,3523.0,84.0,300,407.0,67.0,3295.0
True,False,0 ug/ml,,,44.0,44.0,27.0,7039.0,30.0,40.0,21.0,20.0,27.0,27.0,84.0,8.0,32.0,16.0,37.0,64.0,1211.0,,7237.0,1175.0,39.0,292,273.0,77.0,9412.0
True,False,0 ug/ml,,,39.0,23.0,63.0,5783.0,16.0,60.0,21.0,33.0,24.0,19.0,103.0,19.0,25.0,37.0,45.0,29.0,993.0,,8492.0,4721.0,48.0,193,326.0,29.0,4259.0
True,False,0 ug/ml,,,33.0,18.0,27.0,7626.0,19.0,23.0,28.0,18.0,61.0,24.0,116.0,1841.0,34.0,12.0,55.0,41.0,1381.0,,5074.0,5626.0,39.0,189,260.0,45.0,6775.0
True,False,0 ug/ml,,,34.0,36.0,82.0,11319.0,12.0,60.0,16.0,28.0,27.0,46.0,196.0,19.0,20.0,12.0,26.0,58.0,1025.0,,5877.0,2178.0,68.0,253,234.0,43.0,3256.0
True,False,0 ug/ml,,,403.0,22.0,66.0,10659.0,13.0,29.0,30.0,49.0,23.0,21.0,87.0,13.0,43.0,11.0,2.0,56.0,865.0,,5428.0,2573.0,49.0,400,463.0,39.0,1968.0
True,False,0 ug/ml,,,48.0,20.0,45.0,6068.0,13.0,47.0,18.0,15.0,18.0,28.0,122.0,22.0,57.0,14.0,83.0,51.0,668.0,,4641.0,2325.0,52.0,128,337.0,52.0,2812.0
True,False,0 ug/ml,,,63.0,39.0,56.0,7372.0,27.0,43.0,23.0,23.0,39.0,30.0,110.0,6.0,64.0,9.0,51.0,68.0,863.0,,5548.0,7991.0,74.0,484,498.0,35.0,4866.0
True,False,0 ug/ml,,,313.0,23.0,20.0,6147.0,27.0,43.0,13.0,23.0,15.0,23.0,131.0,14.0,35.0,22.0,27.0,37.0,1059.0,,5306.0,3163.0,39.0,387,446.0,67.0,3514.0
True,False,0 ug/ml,,,102.0,21.0,85.0,6456.0,16.0,24.0,22.0,19.0,18.0,20.0,119.0,8.0,26.0,13.0,50.0,70.0,1309.0,,5973.0,1819.0,40.0,384,60.0,49.0,2565.0
True,False,0 ug/ml,,,14.0,17.0,43.0,7143.0,15.0,39.0,23.0,18.0,17.0,53.0,87.0,12.0,28.0,31.0,36.0,30.0,893.0,,10513.0,3064.0,35.0,653,485.0,38.0,1622.0
True,False,0 ug/ml,,,51.0,22.0,52.0,3228.0,18.0,27.0,30.0,23.0,24.0,19.0,229.0,36.0,31.0,30.0,74.0,40.0,1242.0,,8319.0,3227.0,48.0,22,391.0,43.0,5981.0
True,False,0 ug/ml,,,48.0,31.0,54.0,9170.0,9.0,30.0,33.0,42.0,19.0,19.0,63.0,29.0,31.0,14.0,44.0,39.0,738.0,,8494.0,4325.0,50.0,421,481.0,38.0,2955.0
True,False,0 ug/ml,,,36.0,39.0,75.0,5994.0,18.0,54.0,17.0,22.0,27.0,17.0,181.0,15.0,43.0,18.0,38.0,38.0,1590.0,,6417.0,2772.0,43.0,241,239.0,37.0,4360.0
True,False,0 ug/ml,,,43.0,8.0,50.0,83.0,10.0,54.0,13.0,22.0,32.0,17.0,132.0,8.0,52.0,31.0,74.0,34.0,1633.0,,5025.0,4710.0,37.0,102,506.0,59.0,2793.0
True,False,0 ug/ml,,,43.0,19.0,,7475.0,20.0,36.0,10.0,20.0,19.0,18.0,139.0,10.0,48.0,25.0,68.0,39.0,986.0,,6939.0,2727.0,69.0,382,457.0,34.0,2219.0
True,False,0 ug/ml,,,44.0,13.0,,8519.0,10.0,55.0,13.0,21.0,22.0,17.0,153.0,5.0,91.0,18.0,61.0,41.0,1559.0,,8163.0,3033.0,47.0,274,629.0,39.0,2457.0
True,False,0 ug/ml,,,67.0,24.0,,7517.0,12.0,25.0,24.0,25.0,22.0,37.0,16.0,19.0,78.0,28.0,43.0,40.0,10.0,,5130.0,3736.0,39.0,246,24.0,55.0,28.0
True,False,0 ug/ml,,,53.0,34.0,,7125.0,15.0,38.0,14.0,6.0,39.0,15.0,64.0,12.0,43.0,25.0,25.0,41.0,1454.0,,3432.0,3141.0,47.0,299,889.0,101.0,1053.0
True,False,0 ug/ml,,,50.0,38.0,,7107.0,10.0,40.0,29.0,19.0,19.0,26.0,85.0,8.0,36.0,21.0,54.0,42.0,20.0,,9123.0,2539.0,52.0,389,373.0,48.0,2269.0
True,False,0 ug/ml,,,55.0,78.0,,9246.0,20.0,75.0,23.0,32.0,17.0,18.0,76.0,15.0,33.0,24.0,261.0,84.0,1620.0,,4396.0,2014.0,51.0,207,319.0,39.0,4095.0
True,False,0 ug/ml,,,49.0,21.0,,9240.0,28.0,32.0,12.0,15.0,41.0,20.0,107.0,16.0,34.0,11.0,69.0,58.0,4684.0,,5599.0,2902.0,48.0,519,225.0,41.0,3699.0
True,False,0 ug/ml,,,54.0,8.0,,8615.0,31.0,21.0,20.0,26.0,22.0,37.0,135.0,23.0,87.0,17.0,84.0,57.0,870.0,,4315.0,5652.0,75.0,139,554.0,49.0,3226.0
True,False,0 ug/ml,,,37.0,36.0,,6817.0,23.0,39.0,13.0,23.0,49.0,8.0,137.0,182.0,57.0,23.0,57.0,26.0,1258.0,,5569.0,2022.0,50.0,310,381.0,92.0,2398.0
True,False,0 ug/ml,,,76.0,31.0,,10642.0,23.0,33.0,17.0,16.0,20.0,22.0,112.0,16.0,47.0,30.0,61.0,31.0,1014.0,,8122.0,2507.0,76.0,379,430.0,35.0,3038.0
True,False,0 ug/ml,,,72.0,40.0,,15881.0,8.0,45.0,24.0,19.0,19.0,23.0,136.0,12.0,49.0,23.0,39.0,42.0,897.0,,7282.0,2678.0,42.0,125,80.0,51.0,2699.0
True,False,0 ug/ml,,,71.0,20.0,,6789.0,25.0,33.0,13.0,32.0,20.0,45.0,80.0,460.0,27.0,,53.0,44.0,1013.0,,6194.0,353.0,61.0,318,318.0,38.0,4473.0
True,False,0 ug/ml,,,50.0,54.0,,6421.0,14.0,64.0,25.0,7.0,37.0,24.0,9.0,21.0,38.0,,44.0,47.0,2445.0,,8094.0,2454.0,48.0,244,541.0,79.0,958.0
True,False,0 ug/ml,,,58.0,48.0,,6234.0,13.0,52.0,10.0,34.0,21.0,36.0,112.0,18.0,37.0,,44.0,44.0,2966.0,,8338.0,3985.0,57.0,280,295.0,45.0,3535.0
True,False,0 ug/ml,,,56.0,31.0,,7354.0,30.0,,20.0,18.0,,15.0,88.0,44.0,49.0,,32.0,62.0,1391.0,,72.0,4681.0,97.0,210,492.0,107.0,2155.0
True,False,0 ug/ml,,,,35.0,,8546.0,15.0,,4.0,28.0,,20.0,119.0,9.0,35.0,,56.0,53.0,1167.0,,6215.0,3688.0,45.0,359,296.0,43.0,3010.0
True,False,0 ug/ml,,,,20.0,,14166.0,15.0,,15.0,26.0,,21.0,91.0,11.0,,,42.0,62.0,1243.0,,6873.0,5987.0,89.0,307,665.0,52.0,1022.0
True,False,0 ug/ml,,,,31.0,,5843.0,25.0,,28.0,18.0,,14.0,128.0,10.0,,,49.0,69.0,1356.0,,6143.0,5660.0,61.0,408,377.0,67.0,33.0
True,False,0 ug/ml,,,,40.0,,8227.0,22.0,,15.0,21.0,,23.0,158.0,6.0,,,36.0,53.0,1270.0,,7567.0,3349.0,54.0,169,315.0,64.0,1448.0
True,False,0 ug/ml,,,,24.0,,7608.0,19.0,,27.0,12.0,,31.0,61.0,8.0,,,44.0,50.0,1527.0,,7317.0,5286.0,74.0,94,581.0,81.0,463.0
True,False,0 ug/ml,,,,23.0,,8240.0,16.0,,27.0,37.0,,26.0,129.0,15.0,,,53.0,40.0,1173.0,,6816.0,2588.0,49.0,51,468.0,39.0,2478.0
True,False,0 ug/ml,,,,24.0,,9831.0,24.0,,15.0,16.0,,19.0,238.0,13.0,,,44.0,42.0,1727.0,,6091.0,3019.0,50.0,372,307.0,61.0,2961.0
True,False,0 ug/ml,,,,81.0,,10174.0,19.0,,17.0,18.0,,19.0,84.0,11.0,,,73.0,47.0,1148.0,,8987.0,2474.0,54.0,309,534.0,62.0,3254.0
True,False,0 ug/ml,,,,31.0,,6795.0,15.0,,17.0,26.0,,23.0,81.0,9.0,,,37.0,10.0,911.0,,6165.0,860.0,79.0,360,291.0,65.0,1952.0
True,False,0 ug/ml,,,,21.0,,5995.0,10.0,,15.0,22.0,,25.0,96.0,,,,39.0,50.0,,,5401.0,2842.0,42.0,293,1066.0,39.0,2662.0
True,False,0 ug/ml,,,,37.0,,8119.0,12.0,,20.0,19.0,,18.0,87.0,,,,119.0,43.0,,,1361.0,4712.0,43.0,219,681.0,113.0,3008.0
True,False,0 ug/ml,,,,24.0,,7688.0,21.0,,25.0,15.0,,16.0,,,,,,32.0,,,6856.0,2590.0,35.0,373,541.0,55.0,5632.0
True,False,0 ug/ml,,,,23.0,,7430.0,9.0,,17.0,15.0,,15.0,,,,,,51.0,,,8443.0,3778.0,84.0,314,443.0,138.0,2482.0
True,False,0 ug/ml,,,,28.0,,8414.0,18.0,,29.0,17.0,,18.0,,,,,,57.0,,,11163.0,3821.0,37.0,251,451.0,86.0,4434.0
True,False,0 ug/ml,,,,48.0,,7925.0,,,24.0,32.0,,32.0,,,,,,56.0,,,5566.0,3538.0,64.0,313,506.0,22.0,4459.0
True,False,0 ug/ml,,,,,,7487.0,,,22.0,14.0,,26.0,,,,,,42.0,,,4597.0,2735.0,50.0,330,209.0,39.0,2619.0
True,False,0 ug/ml,,,,,,6961.0,,,10.0,92.0,,21.0,,,,,,46.0,,,9099.0,3649.0,36.0,361,419.0,36.0,216.0
True,False,0 ug/ml,,,,,,9122.0,,,17.0,24.0,,71.0,,,,,,49.0,,,5469.0,2032.0,41.0,221,26.0,40.0,3035.0
True,False,0 ug/ml,,,,,,7098.0,,,16.0,58.0,,39.0,,,,,,37.0,,,5855.0,3308.0,62.0,437,342.0,70.0,2841.0
True,False,0 ug/ml,,,,,,6200.0,,,12.0,30.0,,20.0,,,,,,40.0,,,7466.0,3809.0,47.0,356,391.0,58.0,2169.0
True,False,0 ug/ml,,,,,,6955.0,,,36.0,17.0,,24.0,,,,,,43.0,,,4938.0,3627.0,54.0,213,261.0,43.0,2905.0
True,False,0 ug/ml,,,,,,7361.0,,,,30.0,,18.0,,,,,,41.0,,,8457.0,2451.0,50.0,429,655.0,107.0,2738.0
True,False,0 ug/ml,,,,,,9723.0,,,,8.0,,18.0,,,,,,38.0,,,6402.0,5722.0,73.0,323,375.0,34.0,3432.0
True,False,0 ug/ml,,,,,,6573.0,,,,22.0,,23.0,,,,,,27.0,,,5697.0,2482.0,36.0,213,316.0,87.0,2970.0
True,False,0 ug/ml,,,,,,9404.0,,,,17.0,,19.0,,,,,,65.0,,,6819.0,1417.0,59.0,515,362.0,52.0,3157.0
True,False,0 ug/ml,,,,,,9251.0,,,,17.0,,26.0,,,,,,276.0,,,5629.0,2386.0,58.0,261,398.0,133.0,2895.0
True,False,0 ug/ml,,,,,,6445.0,,,,27.0,,17.0,,,,,,35.0,,,4388.0,3222.0,96.0,22514,303.0,28.0,1676.0
True,False,0 ug/ml,,,,,,8078.0,,,,14.0,,18.0,,,,,,45.0,,,5291.0,917.0,73.0,184,442.0,38.0,3370.0
True,False,0 ug/ml,,,,,,8130.0,,,,31.0,,33.0,,,,,,65.0,,,6814.0,3798.0,60.0,364,611.0,26.0,3285.0
True,False,0 ug/ml,,,,,,8012.0,,,,19.0,,27.0,,,,,,40.0,,,7466.0,2871.0,34.0,202,343.0,66.0,2782.0
True,False,0 ug/ml,,,,,,11483.0,,,,,,67.0,,,,,,74.0,,,6216.0,3017.0,88.0,558,334.0,43.0,294.0
True,False,0 ug/ml,,,,,,813.0,,,,,,26.0,,,,,,71.0,,,6993.0,5716.0,39.0,236,78.0,79.0,2567.0
True,False,0 ug/ml,,,,,,10272.0,,,,,,22.0,,,,,,47.0,,,6470.0,3876.0,49.0,149,350.0,94.0,683.0
True,False,0 ug/ml,,,,,,7231.0,,,,,,23.0,,,,,,51.0,,,6732.0,1934.0,43.0,466,423.0,45.0,1597.0
True,False,0 ug/ml,,,,,,5941.0,,,,,,63.0,,,,,,47.0,,,5480.0,594.0,31.0,431,181.0,35.0,1523.0
True,False,0 ug/ml,,,,,,5786.0,,,,,,19.0,,,,,,55.0,,,5949.0,2003.0,53.0,278,161.0,52.0,2643.0
True,False,0 ug/ml,,,,,,8077.0,,,,,,24.0,,,,,,37.0,,,6420.0,3816.0,33.0,377,648.0,50.0,2649.0
True,False,0 ug/ml,,,,,,6918.0,,,,,,30.0,,,,,,44.0,,,6100.0,3510.0,52.0,16,326.0,53.0,964.0
True,False,0 ug/ml,,,,,,10194.0,,,,,,17.0,,,,,,38.0,,,7528.0,2653.0,48.0,269,188.0,47.0,1740.0
True,False,0 ug/ml,,,,,,6054.0,,,,,,21.0,,,,,,49.0,,,4610.0,6126.0,34.0,279,364.0,42.0,3021.0
True,False,0 ug/ml,,,,,,39.0,,,,,,54.0,,,,,,23.0,,,6176.0,6347.0,36.0,715,491.0,67.0,2027.0
True,False,0 ug/ml,,,,,,9641.0,,,,,,28.0,,,,,,57.0,,,6126.0,5462.0,45.0,147,265.0,25.0,841.0
True,False,0 ug/ml,,,,,,9870.0,,,,,,45.0,,,,,,41.0,,,8030.0,3897.0,43.0,348,407.0,45.0,3720.0
True,False,0 ug/ml,,,,,,7133.0,,,,,,12.0,,,,,,46.0,,,8610.0,2543.0,62.0,348,420.0,58.0,2751.0
True,False,0 ug/ml,,,,,,6803.0,,,,,,78.0,,,,,,67.0,,,5182.0,2623.0,28.0,13,415.0,31.0,1931.0
True,False,0 ug/ml,,,,,,8222.0,,,,,,12.0,,,,,,39.0,,,2228.0,2841.0,27.0,419,509.0,43.0,2022.0
True,False,0 ug/ml,,,,,,6088.0,,,,,,138.0,,,,,,34.0,,,8554.0,,39.0,978,291.0,31.0,1835.0
